,trait_type,phenocode,pheno_sex,coding,modifier,description,description_more,coding_description,category,n_cases_full_cohort_both_sexes,n_cases_full_cohort_females,n_cases_full_cohort_males,pops,num_pops,n_cases_AFR,n_cases_AMR,n_cases_CSA,n_cases_EAS,n_cases_EUR,n_cases_MID,n_controls_AFR,n_controls_AMR,n_controls_CSA,n_controls_EAS,n_controls_EUR,n_controls_MID,saige_heritability_AFR,saige_heritability_AMR,saige_heritability_CSA,saige_heritability_EAS,saige_heritability_EUR,saige_heritability_MID,lambda_gc_AFR,lambda_gc_AMR,lambda_gc_CSA,lambda_gc_EAS,lambda_gc_EUR,lambda_gc_MID,filename,filename_tabix,aws_link,aws_link_tabix,wget,wget_tabix,size_in_bytes,size_in_bytes_tabix,md5_hex,md5_hex_tabix
6879,prescriptions,bimatoprost/timolol,both_sexes,,,,,,"prostaglandin analog/beta antagonist combination,prostaglandin analog,beta blocker",490.0,190.0,261.0,EUR,1.0,,,,,421.0,,,,,,420110.0,,,,,,0.19308,,,,,,0.96345,,prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz,prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-bimatoprost_timolol-both_sexes.tsv.bgz.tbi,527967980.0,1751577.0,a0920d697a31048cee19d54606634b07,55c70be7fd9cbfe43913ff678532df1e
6883,prescriptions,brimonidine,both_sexes,,,,,,"selective alpha2-agonist,alpha agonist",550.0,216.0,277.0,EUR,1.0,,,,,445.0,,,,,,420086.0,,,,,,0.17904,,,,,,0.9966,,prescriptions-brimonidine-both_sexes.tsv.bgz,prescriptions-brimonidine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-brimonidine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-brimonidine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-brimonidine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-brimonidine-both_sexes.tsv.bgz.tbi,528602313.0,1751546.0,7d1ed96608c763a58103b4fdd789a7f5,bbe9ca2f9d3be3766f722533d15c8a72
6885,prescriptions,budesonide,both_sexes,,,,,,corticosteroid,1552.0,881.0,521.0,EUR,1.0,,,,,1322.0,,,,,,419209.0,,,,,,0.119,,,,,,1.0093,,prescriptions-budesonide-both_sexes.tsv.bgz,prescriptions-budesonide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-budesonide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-budesonide-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-budesonide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-budesonide-both_sexes.tsv.bgz.tbi,539733726.0,1751720.0,f70597ae7cc9170a8676ce9d61d41728,705ae9827a086f0c998fcfbcec49c804
6888,prescriptions,calcipotriol,both_sexes,,,,,,vitamin D derivative,1615.0,687.0,786.0,EUR,1.0,,,,,1396.0,,,,,,419135.0,,,,,,0.10344,,,,,,1.0298,,prescriptions-calcipotriol-both_sexes.tsv.bgz,prescriptions-calcipotriol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcipotriol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcipotriol-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcipotriol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcipotriol-both_sexes.tsv.bgz.tbi,540121676.0,1751621.0,02c69146a0ae0f01e7dd5f029910942a,d5ffb64b33672d9ec1b03f093ae8b834
6893,prescriptions,calcium channel blocker|anti-hypertensive|dihydropyridine,both_sexes,,,,,,,602.0,265.0,290.0,EUR,1.0,,,,,513.0,,,,,,420018.0,,,,,,0.2186,,,,,,0.9847,,prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz,prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-calcium_channel_blocker|anti-hypertensive|dihydropyridine-both_sexes.tsv.bgz.tbi,530742361.0,1751318.0,9b4535aa84c5b628a28e75029747c895,5ac864b239e4d3d36bbcf781ebcb485b
6898,prescriptions,carbimazole,both_sexes,,,,,,"methimazole pro-drug,thyroperoxidase inhibitor,methimazole,anti-thyroid",1184.0,801.0,244.0,EUR,1.0,,,,,966.0,,,,,,419565.0,,,,,,0.13762,,,,,,1.007,,prescriptions-carbimazole-both_sexes.tsv.bgz,prescriptions-carbimazole-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-carbimazole-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-carbimazole-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-carbimazole-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-carbimazole-both_sexes.tsv.bgz.tbi,536895976.0,1751676.0,57948070ca432c248a2647c5fd509910,216f34fb2d9abf49f54a7ec740819b8b
6901,prescriptions,carbonic anhydrase inhibitor,both_sexes,,,,,,,1268.0,531.0,629.0,EUR,1.0,,,,,1066.0,,,,,,419465.0,,,,,,0.05243,,,,,,1.0606,,prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz,prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-carbonic_anhydrase_inhibitor-both_sexes.tsv.bgz.tbi,538039850.0,1751848.0,a4f6d011baadb1be1df5aee9d9af1b5e,ab5518b6e48ae728f20b3605a7fcf2d4
6918,prescriptions,clonazepam,both_sexes,,,,,,"benzodiazepine,sedative,anxiety",889.0,414.0,383.0,EUR,1.0,,,,,753.0,,,,,,419778.0,,,,,,0.15269,,,,,,1.0031,,prescriptions-clonazepam-both_sexes.tsv.bgz,prescriptions-clonazepam-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-clonazepam-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-clonazepam-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-clonazepam-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-clonazepam-both_sexes.tsv.bgz.tbi,534814806.0,1751670.0,583c4970b3c440d4db511c441ad180c2,18c1f444188a1993f61b84e13b03a6ee
6929,prescriptions,combination anti-hypertensive|anti-hypertensive|beta blocker|diuretic|thiazide diuretic,both_sexes,,,,,,,360.0,164.0,159.0,EUR,1.0,,,,,304.0,,,,,,420227.0,,,,,,0.19092,,,,,,1.0001,,prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz,prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_anti-hypertensive|anti-hypertensive|beta_blocker|diuretic|thiazide_diuretic-both_sexes.tsv.bgz.tbi,523693932.0,1750887.0,7bb68ed94dfd14eda65a077edb2b42e5,1cfd413ba6c3215657bb8df5d4e9e11d
6931,prescriptions,combination diuretic|diuretic,both_sexes,,,,,,,924.0,487.0,349.0,EUR,1.0,,,,,800.0,,,,,,419731.0,,,,,,0.072685,,,,,,1.0126,,prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-combination_diuretic|diuretic-both_sexes.tsv.bgz.tbi,535033789.0,1751710.0,ad5d38c03560bec72b18b68692701316,bb6a89f0b1a1cc8ce47039690a72a641
6947,prescriptions,digoxin,both_sexes,,,,,,"sodium/potassium transporter inhibitor,heart failure",1816.0,568.0,1098.0,EUR,1.0,,,,,1600.0,,,,,,418931.0,,,,,,0.22051,,,,,,1.0184,,prescriptions-digoxin-both_sexes.tsv.bgz,prescriptions-digoxin-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-digoxin-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-digoxin-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-digoxin-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-digoxin-both_sexes.tsv.bgz.tbi,540991522.0,1752023.0,41a18a19bf4b7ffe5facac777dd3ceef,bdf568fcd74cedcd274f86d85d21ec38
6954,prescriptions,dopamine pro-drug / decarboxylase inhibitor|Parkinson's,both_sexes,,,,,,,831.0,293.0,471.0,EUR,1.0,,,,,736.0,,,,,,419795.0,,,,,,0.18382,,,,,,0.99678,,prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz,prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-dopamine_pro-drug___decarboxylase_inhibitor|Parkinson's-both_sexes.tsv.bgz.tbi,534214525.0,1751960.0,c446512133e594a3f20f8bf1bee790b2,989f560399223b9d2a2882b5947bbfd0
6955,prescriptions,dorzolamide/timolol,both_sexes,,,,,,carbonic anhydrase inhibitor,543.0,208.0,280.0,EUR,1.0,,,,,440.0,,,,,,420091.0,,,,,,0.16158,,,,,,1.0258,,prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz,prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-dorzolamide_timolol-both_sexes.tsv.bgz.tbi,528821278.0,1751501.0,4e35295ec02583b2e6be33e584a35bac,fc0541cb6c1302215e8dbf6d2b0dc6a2
6972,prescriptions,etodolac,both_sexes,,,,,,"NSAID,non-steroidal anti-inflammatory drug",860.0,520.0,271.0,EUR,1.0,,,,,745.0,,,,,,419786.0,,,,,,0.1391,,,,,,0.99875,,prescriptions-etodolac-both_sexes.tsv.bgz,prescriptions-etodolac-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-etodolac-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-etodolac-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-etodolac-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-etodolac-both_sexes.tsv.bgz.tbi,533846461.0,1751614.0,d688287f49f8f57f775e32c96c5647f0,6ba946ba8d6dfe98a1e437053cb336e1
6981,prescriptions,flecainide,both_sexes,,,,,,anti-arrhythmic,982.0,399.0,494.0,EUR,1.0,,,,,860.0,,,,,,419671.0,,,,,,0.14622,,,,,,1.0167,,prescriptions-flecainide-both_sexes.tsv.bgz,prescriptions-flecainide-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-flecainide-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-flecainide-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-flecainide-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-flecainide-both_sexes.tsv.bgz.tbi,535798366.0,1751701.0,f47d748ec29399df80384c0cb9603077,d7fa923949a35347a2d022655d566a3b
7000,prescriptions,glimepiride,both_sexes,,,,,,"sulfonylurea,diabetes",378.0,132.0,201.0,EUR,1.0,,,,,288.0,,,,,,420243.0,,,,,,0.30059,,,,,,0.99238,,prescriptions-glimepiride-both_sexes.tsv.bgz,prescriptions-glimepiride-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-glimepiride-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-glimepiride-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-glimepiride-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-glimepiride-both_sexes.tsv.bgz.tbi,523148663.0,1751192.0,420ad66e229a70604c6a679dc0892664,b5dafd81e2a4284f9aceeaf650b8e084
7014,prescriptions,imipramine,both_sexes,,,,,,"tricyclic antidepressant,antidepressant",718.0,425.0,228.0,EUR,1.0,,,,,627.0,,,,,,419904.0,,,,,,0.18274,,,,,,1.0214,,prescriptions-imipramine-both_sexes.tsv.bgz,prescriptions-imipramine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-imipramine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-imipramine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-imipramine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-imipramine-both_sexes.tsv.bgz.tbi,532910143.0,1751741.0,bdabc8380a0768b90ad53fc7b93849f2,7e7055f8f9b8f40e8a96c440bba2620e
7015,prescriptions,immunosupressant|Rheumatoid arthritis,both_sexes,,,,,,,1003.0,486.0,415.0,EUR,1.0,,,,,843.0,,,,,,419688.0,,,,,,0.11171,,,,,,1.0254,,prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz,prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-immunosupressant|Rheumatoid_arthritis-both_sexes.tsv.bgz.tbi,535390305.0,1751492.0,3f445d8fb2feafa059700090484d6f2f,e83235d50922c193aedbe8e70f2879de
7037,prescriptions,lercanidipine,both_sexes,,,,,,"calcium channel blocker,dihydropyridine,anti-hypertensive",2367.0,1128.0,1047.0,EUR,1.0,,,,,2069.0,,,,,,418462.0,,,,,,0.08704,,,,,,1.016,,prescriptions-lercanidipine-both_sexes.tsv.bgz,prescriptions-lercanidipine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lercanidipine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lercanidipine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lercanidipine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lercanidipine-both_sexes.tsv.bgz.tbi,542782641.0,1751940.0,a6f9214eb9856af6767d47b805f01912,8965b57aa80284a8d5c244ea06dabf1f
7048,prescriptions,lofepramine,both_sexes,,,,,,"tricyclic antidepressant,antidepressant",2970.0,1891.0,788.0,EUR,1.0,,,,,2577.0,,,,,,417954.0,,,,,,0.079727,,,,,,1.0491,,prescriptions-lofepramine-both_sexes.tsv.bgz,prescriptions-lofepramine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lofepramine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lofepramine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lofepramine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lofepramine-both_sexes.tsv.bgz.tbi,544121951.0,1752021.0,8f911f3a1c12f53a33b8c584629a3df7,cfd5e59068808920829e2d410af450ac
7049,prescriptions,long-acting anti-muscarinic bronchodilator|anti-muscarinic|bronchodilator|asthma,both_sexes,,,,,,,3572.0,1455.0,1794.0,EUR,1.0,,,,,3116.0,,,,,,417415.0,,,,,,0.28428,,,,,,1.0321,,prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz,prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-long-acting_anti-muscarinic_bronchodilator|anti-muscarinic|bronchodilator|asthma-both_sexes.tsv.bgz.tbi,544826842.0,1752276.0,196b3b6310504bb8d327edc75e328df8,5dc5f86c5546e39560c5774a85107774
7054,prescriptions,lorazepam,both_sexes,,,,,,"benzodiazepine,sedative,anxiety",1465.0,781.0,500.0,EUR,1.0,,,,,1191.0,,,,,,419340.0,,,,,,0.08592,,,,,,1.0328,,prescriptions-lorazepam-both_sexes.tsv.bgz,prescriptions-lorazepam-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lorazepam-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lorazepam-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-lorazepam-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-lorazepam-both_sexes.tsv.bgz.tbi,538986725.0,1752237.0,3b3f1105de0ed6560a4fe0ab74d34560,024d27640003490a776734428d7aa46f
7063,prescriptions,mesalamine,both_sexes,,,,,,"aminosalicylates,anti-inflammatory,IBD",507.0,225.0,230.0,EUR,1.0,,,,,432.0,,,,,,420099.0,,,,,,0.18327,,,,,,0.9873,,prescriptions-mesalamine-both_sexes.tsv.bgz,prescriptions-mesalamine-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mesalamine-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-mesalamine-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-mesalamine-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-mesalamine-both_sexes.tsv.bgz.tbi,528415966.0,1751679.0,bccf58656f49b3c55226869bb5b96727,3abba0dc5de76d93cd646bbd85621f3d
7066,prescriptions,methimazole pro-drug|thyroperoxidase inhibitor|methimazole|anti-thyroid,both_sexes,,,,,,,1184.0,801.0,244.0,EUR,1.0,,,,,966.0,,,,,,419565.0,,,,,,0.13762,,,,,,1.024,,prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz,prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-methimazole_pro-drug|thyroperoxidase_inhibitor|methimazole|anti-thyroid-both_sexes.tsv.bgz.tbi,537022138.0,1751726.0,ef1a5bafab33cf13a8c7024b3318b2d7,7e38e054c0b4d903e0acf6f7134b950e
7078,prescriptions,nabumetone,both_sexes,,,,,,"NSAID,non-steroidal anti-inflammatory drug",845.0,516.0,262.0,EUR,1.0,,,,,735.0,,,,,,419796.0,,,,,,0.17473,,,,,,1.0104,,prescriptions-nabumetone-both_sexes.tsv.bgz,prescriptions-nabumetone-both_sexes.tsv.bgz.tbi,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nabumetone-both_sexes.tsv.bgz,https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-nabumetone-both_sexes.tsv.bgz.tbi,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/prescriptions-nabumetone-both_sexes.tsv.bgz,wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/prescriptions-nabumetone-both_sexes.tsv.bgz.tbi,534406682.0,1751633.0,5f6a41c96b5d9d7e05f7abd293a96c07,b59588db090f4f1240a1efd0e110784a
